Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,BollingerMidBand,BollingerSTD,BollingerUpperBand2STD,BollingerLowerBand2STD,Bollinger2STD-BUY,Bollinger2STD-SELL,BollingerUpperBand3STD,BollingerLowerBand3STD,Bollinger3STD-BUY,Bollinger3STD-SELL,MACD,Signal_Line,MACD-Buy,MACD-Sell
2017-06-07,38.755001,38.994999,38.619999,38.842499,36.980961,84278400,,,,,,,,,,,,0.0,0.0,,
2017-06-08,38.8125,38.884997999999996,38.599998,38.747501,36.890507,85003200,-0.0024459613150670245,,,,,,,,,,,-0.0020294166666658953,-0.0011274537037032752,,36.890507
2017-06-09,38.797501000000004,38.797501000000004,36.505001,37.244999,35.460018,259530800,-0.03877661534985144,,,,,,,,,,,-0.04694525794000981,-0.019905242325140377,,
2017-06-12,36.435001,36.522498999999996,35.627499,36.355,34.612671,289229200,-0.023895842354056285,,,,,,,,,,,-0.09681649467828635,-0.04595918959924131,,
2017-06-13,36.790001000000004,36.862499,36.287498,36.647498999999996,34.891159,136661600,0.008045839629077012,,,,,,,,,,,-0.11079586941035302,-0.0652466359971208,,
2017-06-14,36.875,36.875,35.959998999999996,36.290001000000004,34.550785,126124800,-0.009755307927718948,,,,,,,,,,,-0.13167136698432103,-0.08325143123825192,,
2017-06-15,35.830002,36.119999,35.552502000000004,36.072497999999996,34.343712,128661600,-0.005993293640072173,,,,,,,,,,,-0.15217178932779518,-0.10069333524286982,,
2017-06-16,35.945,36.125,35.549999,35.567501,33.862915,201444400,-0.013999564170582235,,,,,,,,,,,-0.18633784498056372,-0.12127532147820025,,
2017-06-19,35.915001000000004,36.685001,35.915001000000004,36.584998999999996,34.831646,130165600,0.028607430872386486,,,,,,,,,,,-0.1590997151366409,-0.1300129440610846,,
2017-06-20,36.717499,36.717499,36.235001000000004,36.252499,34.515095,99600400,-0.009088028742597953,,,,,,,,,,,-0.15376833071940155,-0.1353355296708506,,
2017-06-21,36.380001,36.517502,36.1525,36.467499,34.71978,85063200,0.005930303827933692,,,,,,,,,,,-0.1368546028429165,-0.13566789420101164,,
2017-06-22,36.442501,36.674999,36.279999,36.407501,34.662663,76425200,-0.0016450853087202066,,,,,,,,,,,-0.12572991687686397,-0.13353363345446095,34.662663,
2017-06-23,36.282501,36.790001000000004,36.2775,36.57,34.817364000000005,141757600,0.004463044284855,,,,,,,,,,,-0.10707291315090828,-0.12793362571234584,,
2017-06-26,36.7925,37.07,36.345001,36.455002,34.707886,102769600,-0.0031443506176975777,,,,,,,,,,,-0.09806216933937861,-0.12168449475155711,,
2017-06-27,36.252499,36.540001000000004,35.904999,35.932499,34.210415000000005,99047600,-0.014333082689046428,,,,,,,,,,,-0.11953626661621541,-0.12123918104120758,,
2017-06-28,36.122501,36.5275,35.790001000000004,36.4575,34.710258,88329600,0.014610842926050305,,,,,,,,,,,-0.10401292535753726,-0.11769414604003416,,
2017-06-29,36.177502000000004,36.282501,35.57,35.919998,34.198516999999995,125997600,-0.014743220865716666,,,,,,,,,,,-0.12255228401337348,-0.11868815676638603,,34.198516999999995
2017-06-30,36.112499,36.240002000000004,35.945,36.005001,34.279441999999996,92096400,0.002366330680362516,,,,,,,,,,,-0.1301436470265216,-0.12102128471505408,,
2017-07-03,36.220001,36.325001,35.775002,35.875,34.155678,57111200,-0.003610443833945598,,,,,,,,,,,-0.14233403024124414,-0.12534616186873282,,
2017-07-05,35.922501000000004,36.197497999999996,35.68,36.022498999999996,34.296112,86278400,0.00411158578084736,34.78487919999999,0.8118670707381245,36.40861334147624,33.16114505852374,,,37.220480412214364,32.34927798778562,,,-0.1408580539159061,-0.12848472545266235,,
2017-07-06,35.755001,35.875,35.602501000000004,35.682499,33.972404,96515200,-0.009438620914230866,34.63445134999999,0.6451521480134307,35.92475564602685,33.34414705397313,,,36.56990779404028,32.6989949059597,,,-0.1594457186054754,-0.1347345687127851,,
2017-07-07,35.724998,36.1875,35.724998,36.044998,34.317524,76806800,0.010158833622725183,34.5058022,0.36905629017287644,35.24391478034575,33.76768961965425,,,35.612971070518626,33.39863332948137,,,-0.14878726630499983,-0.13756600051032059,,
2017-07-10,36.0275,36.487499,35.842499,36.264998999999996,34.526984999999996,84362400,0.006103616333159589,34.45915055,0.2932792588803656,35.045709067760725,33.87259203223927,,,35.33898832664109,33.5793127733589,,,-0.12452688142022339,-0.1349426914085808,34.526984999999996,
2017-07-11,36.182499,36.462502,36.095001,36.3825,34.638855,79127200,0.003240074393984882,34.46045975,0.2940580528781881,35.048575855756376,33.87234364424362,,,35.34263390863456,33.578285591365436,,,-0.09652384303230832,-0.1272224639901253,,
2017-07-12,36.467499,36.544998,36.205002,36.435001,34.688846999999996,99538000,0.001443234772049884,34.45034415,0.2816815125309273,35.01370717506185,33.886981124938146,,,35.295388687592784,33.605299612407215,,,-0.07013799597582704,-0.11576227501743205,,
2017-07-13,36.375,37.122501,36.360001000000004,36.942501,35.17202,100797600,0.013928770823659953,34.4814059,0.32435977729381427,35.13012545458763,33.83268634541237,,35.17202,35.45448523188144,33.508326568118555,,,-0.014849262330358215,-0.09551848939219455,,
2017-07-14,36.9925,37.3325,36.8325,37.259997999999996,35.4743,80528400,0.008594331516927234,34.5379353,0.39081181767310497,35.31955893534621,33.75631166465379,,35.4743,35.71037075301932,33.36549984698068,,,0.049828211561226965,-0.06637869349824124,,
2017-07-17,37.205002,37.724998,37.142502,37.389998999999996,35.598071999999995,95174000,0.00348906109493341,34.62469315,0.42424189886930863,35.473176947738615,33.77620935226138,,35.598071999999995,35.89741884660793,33.35196745339207,,,0.10852869394352638,-0.03132942085683989,,
2017-07-18,37.299999,37.532501,37.1675,37.52,35.721855,71475200,0.003477238879678657,34.669203599999996,0.48887376619267264,35.64695113238534,33.69145606761465,,35.721855,36.135824898578015,33.20258230142198,,,0.16198970516853706,0.007394326444805333,,
2017-07-19,37.619999,37.855,37.487499,37.755001,35.945583,83692000,0.006263056607782591,34.740728000000004,0.5640097863279346,35.86874757265587,33.61270842734414,,35.945583,36.43275735898381,33.0486986410162,,,0.21809395002472343,0.04958648252013837,,
2017-07-20,37.875,37.935001,37.547501000000004,37.584998999999996,35.783726,68974800,-0.00450283418688735,34.7939253,0.6102131076044871,36.01435151520897,33.573499084791024,,,36.62456462281346,32.96328597718654,,,0.24754839156100417,0.08921811359465498,,
2017-07-21,37.497501,37.610001000000004,37.220001,37.567501,35.767059,105010400,-0.0004657703895899479,34.8491451,0.6465949507994609,36.14233500159892,33.55595519840108,,,36.788929952398384,32.90936024760162,,,0.26647191817183824,0.12469698376700998,,
2017-07-24,37.645,38.110001000000004,37.474998,38.022498999999996,36.200256,85972800,0.012111619241604421,34.9182897,0.7134971946681176,36.34528408933624,33.491295310663766,,,37.058781284004354,32.77779811599565,,,0.31026326209966015,0.1618337776730828,,
2017-07-25,37.950001,38.459998999999996,37.950001,38.185001,36.354965,75415600,0.004273699058923608,35.00064365,0.7798990969900007,36.56044184398,33.44084545602,,,37.34034094097,32.66094635903,,,0.3524415266365821,0.19997466719438062,,
2017-07-26,38.337502,38.482498,38.264998999999996,38.365002000000004,36.526340000000005,63124000,0.004713936597105839,35.1164399,0.8269067926559935,36.77025348531199,33.462626314688016,,,37.59716027796799,32.63571952203202,,,0.3941913921997724,0.23883377532241667,,
2017-07-27,38.4375,38.497501,36.825001,37.639998999999996,35.836090000000006,129905200,-0.0188973217683458,35.172731500000005,0.8360703721641413,36.844872244328286,33.50059075567172,,,37.68094261649243,32.66452038350758,,,0.37040327306101517,0.2651562169908354,,
2017-07-28,37.4725,37.557499,37.297501000000004,37.375,35.583794,68854800,-0.007040276994504935,35.24199535,0.8080251606805112,36.858045671361026,33.62594502863898,,,37.666070832041534,32.81791986795847,,,0.3284748657450294,0.2778232352876397,,
2017-07-31,37.474998,37.5825,37.032501,37.182499,35.400517,79383600,-0.005150575006138913,35.2980491,0.775987257413819,36.85002361482764,33.74607458517236,,,37.62601087224146,32.97008732775854,,,0.2779906529587777,0.2778567257775699,,
2017-08-01,37.275002,37.555,37.102501000000004,37.512501,35.714703,141474400,0.008875181116705155,35.376000350000005,0.7322650168966556,36.840530383793315,33.911470316206696,,,37.57279540068997,33.17920529931004,,,0.25920546522635135,0.2741258537698861,,35.714703
2017-08-02,39.82,39.9375,39.040001000000004,39.285,37.402245,279747200,0.047250623923710044,35.531307000000005,0.8158023001911413,37.16291160038229,33.89970239961772,,37.402245,37.97871390057343,33.08390009942658,,,0.37043954780013877,0.2933911533734946,37.402245,
2017-08-03,39.262501,39.302502000000004,38.755001,38.892502,37.028560999999996,108389200,-0.009990951077936794,35.68411485,0.7943789584727423,37.27287276694548,34.09535693305452,,,38.06725172541823,33.30097797458177,,,0.42462497014600586,0.3196407080594341,,
2017-08-04,39.017502,39.349998,38.922501000000004,39.0975,37.223735999999995,82239600,0.005270931268433587,35.82942545,0.7970432197353873,37.423511889470774,34.23533901052923,,,38.22055510920617,33.43829579079384,,,0.4771788066864815,0.35115100838473784,,
2017-08-07,39.264998999999996,39.73,39.1675,39.702498999999996,37.799746999999996,87481200,0.015474293069347,35.99306355,0.8497847194115775,37.692632988823156,34.29349411117685,,37.799746999999996,38.54241770823474,33.44370939176527,,,0.557255028864482,0.39237461801417817,,
2017-08-08,39.650002,40.4575,39.567501,40.02,38.102028000000004,144823600,0.007996905376112862,36.16622220000001,0.9100236899934652,37.98626957998694,34.346174820013076,,38.102028000000004,38.896293269980404,33.43615113001961,,,0.6369298436818553,0.4412883262633005,,
2017-08-09,39.814999,40.317501,39.7775,40.264998999999996,38.335281,104526000,0.006121800130953536,36.3485439,0.9622362594526117,38.27301641890523,34.42407138109478,,38.335281,39.23525267835784,33.46183512164217,,,0.7100930703776953,0.4950516168077488,,
2017-08-10,39.974998,40.0,38.657501,38.830002,37.114235,163217200,-0.031851755566888906,36.44565465000001,0.9348666715841712,38.31538799316835,34.57592130683167,,,39.250254664752525,33.64105463524749,,,0.6644683599390646,0.528936146137535,,
2017-08-11,39.150002,39.642502,39.017502,39.369999,37.630375,105028400,0.01390679344461776,36.553458400000004,0.9412516208271422,38.43596164165429,34.67095515834572,,,39.37721326248143,33.729703537518574,,,0.6612846826948058,0.5554065913373063,,
2017-08-14,39.830002,40.052502000000004,39.6875,39.962502,38.196697,88490800,0.015049597565796269,36.68338965,0.9809491909471751,38.64528803189435,34.72149126810565,,,39.626237222841524,33.74054207715848,,,0.6953625473759644,0.5833984067833818,,
2017-08-15,40.165001000000004,40.549999,40.035,40.400002,38.614857,117862000,0.010947543448586616,36.82803975,1.0430347726338505,38.9141092952677,34.741970204732304,,,39.95714406790155,33.69893543209845,,,0.7467454523219388,0.6160683987432263,,
2017-08-16,40.485001000000004,40.627499,40.037498,40.237499,38.459545,110686400,-0.004022078859440059,36.95373785,1.0818499852185062,39.11743782043702,34.79003787956299,,,40.19928780565552,33.70818789434448,,,0.7663076160753306,0.6461166710729206,,
2017-08-17,40.130001,40.177502000000004,39.459998999999996,39.465,37.721176,111762400,-0.019198589062871085,37.05061035000001,1.0580502520062263,39.16671085401246,34.934509845987556,,,40.22476110601868,33.87645959398133,,,0.7150483791540481,0.6599031701031376,,
2017-08-18,39.465,39.875,39.18,39.375,37.635151,109712400,-0.0022805492596519317,37.14401495,1.0205682549450668,39.185151459890136,35.10287844010986,,,40.2057197148352,34.0823101851648,,,0.6599819543379937,0.6599189270940392,,
2017-08-21,39.375,39.4725,38.7775,39.302502000000004,37.565865,105474000,-0.0018409916835460116,37.2122954,0.999570007789313,39.21143541557863,35.21315538442138,,,40.21100542336794,34.21358537663206,,,0.6038689731058042,0.6487088543786941,,37.565865
2017-08-22,39.557499,40.0,39.505001,39.945,38.179970000000004,86418400,0.016347420723574535,37.303545650000004,1.0004869962380254,39.30451964247605,35.302571657523956,,,40.30500663871408,34.302084661285924,,,0.6012935168598332,0.6392257314365232,,
2017-08-23,39.767502,40.1175,39.720001,39.994999,38.227753,77596400,0.001251520103342063,37.38861630000001,1.0032547206798061,39.39512574135962,35.3821068586404,,,40.39838046203943,34.37885213796059,,,0.5961693042129212,0.6306144057183095,,
2017-08-24,40.107498,40.185001,39.637501,39.817501,38.058105,79275600,-0.0044378229607165975,37.49971705,0.9435345175674829,39.386786085134965,35.61264801486504,,,40.33032060270245,34.66911349729755,,,0.5719834898697584,0.6188881786755751,,
2017-08-25,39.912498,40.139998999999996,39.817501,39.965,38.199085,101920400,0.0037043357781476605,37.6304816,0.8395254729910657,39.30953254598214,35.95143065401787,,,40.1490580189732,35.111905181026806,,,0.5576236109721435,0.6066352284599053,,
2017-08-28,40.035,40.5,39.982498,40.3675,38.58379,103864000,0.010071052749038412,37.78964525,0.6813551054544291,39.15235546090886,36.42693503909114,,,39.83371056636329,35.74557993363671,,,0.5703694540541164,0.5993820562108504,,
